Date	ISIN	SecurityDescription	AggregateHoldingOfFPIS	OutstandingPositionOfGovtSecurities	SecHoldings
20200918	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200918	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200918	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200918	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200918	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200918	IN0020130061	08.83 GS 2023	4699.485	83000	5.66
20200918	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200918	IN0020170174	07.17 GS 2028	6823.312	113148.448	6.03
20200918	IN0020140011	08.60 GS 2028	5335.891	84000	6.35
20200918	IN0020190016	07.27 GS 2026	4009.451	60248.949	6.65
20200918	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200918	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200918	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200918	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200918	IN0020180041	GOI FRB 2031	120	120000	0.1
20200918	IN0020150010	07.68 GS 2023	1498.961	88132.012	1.7
20200918	IN0020160050	06.84 GS 2022	1731.44	99000	1.75
20200918	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200918	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200918	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200918	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200918	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200918	IN0020110022	07.80 GS 2021	151.653	63880.435	0.24
20200918	IN0020030014	06.30 GS 2023	35	13000	0.27
20200918	IN0020190099	06.17 GS 2021	100	36206.566	0.28
20200918	IN0020160092	06.62 GS 2051	184	55000	0.33
20200918	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200918	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200918	IN0020160068	07.06 GS 2046	369.615	100000	0.37
20200918	IN0020150044	08.13 GS 2045	410	98000	0.42
20200918	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200918	IN0020200021	05.09 GS 2022	160	52000	0.31
20200918	IN0020050012	07.40 GS 2035	512	99245	0.52
20200918	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200918	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200918	IN0020070036	08.26 GS 2027	1286.6	97726.614	1.32
20200918	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200918	IN0020200096	06.19 GS 2034	1219.615	100000	1.22
20200918	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200918	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200918	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200918	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200918	IN0020190040	07.69 GS 2043	250	37000	0.68
20200918	IN0020160100	06.57 GS 2033	466.32	71635.096	0.65
20200918	IN0020060318	07.94 GS 2021	273.8	42555	0.64
20200918	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200918	IN0020100031	08.30 GS 2040	491	90000	0.55
20200918	IN0020170042	06.68 GS 2031	786.75	93251.703	0.84
20200921	IN0020060037	08.20 GS 2022	1790.385	53616.875	3.34
20200921	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
20200921	IN0020190065	07.57 GS 2033	3860.594	120790.584	3.2
20200921	IN0020170026	06.79 GS 2027	3707.424	121000	3.06
20200921	IN0020020106	07.95 GS 2032	3492.77	121000	2.89
20200921	IN0020150051	07.73 GS 2034	2537.27	100000	2.54
20200921	IN0020140052	08.24 GS 2033	2166.939	99275	2.18
20200921	IN0020120047	08.20 GS 2025	2160.044	90000	2.4
20200921	IN0020150028	07.88 GS 2030	1992.86	89000	2.24
20200921	IN0020070051	08.13 GS 2022	1403.667	67556.765	2.08
20200921	IN0020110063	08.83 GS 2041	1857.4	90000	2.06
20200921	IN0020160118	06.79 GS 2029	2436.554	118801.123	2.05
20200921	IN0020120039	08.33 GS 2026	2925.273	87000	3.36
20200921	IN0020160019	07.61 GS 2030	2509.13	100989.438	2.48
20200921	IN0020150093	07.59 GS 2026	4088.474	119000	3.44
20200921	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200921	IN0020020072	08.35 GS 2022	2112.63	56845	3.72
20200921	IN0020110030	08.79 GS 2021	3230.881	82330.455	3.92
20200921	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200921	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200921	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200921	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200921	IN0020060078	08.24 GS 2027	5696.638	111388.55	5.11
20200921	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200921	IN0020130061	08.83 GS 2023	4699.485	83000	5.66
20200921	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200921	IN0020170174	07.17 GS 2028	6981.234	113148.448	6.17
20200921	IN0020140011	08.60 GS 2028	5335.891	84000	6.35
20200921	IN0020190016	07.27 GS 2026	4142.751	60248.949	6.88
20200921	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200921	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200921	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200921	IN0020180041	GOI FRB 2031	120	120000	0.1
20200921	IN0020160050	06.84 GS 2022	1656.44	99000	1.67
20200921	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200921	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200921	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200921	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200921	IN0020190099	06.17 GS 2021	75	36206.566	0.21
20200921	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200921	IN0020110022	07.80 GS 2021	151.653	63880.435	0.24
20200921	IN0020030014	06.30 GS 2023	35	13000	0.27
20200921	IN0020200021	05.09 GS 2022	160	52000	0.31
20200921	IN0020160092	06.62 GS 2051	184	55000	0.33
20200921	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200921	IN0020160068	07.06 GS 2046	354.615	100000	0.35
20200921	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200921	IN0020150044	08.13 GS 2045	410	98000	0.42
20200921	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200921	IN0020150010	07.68 GS 2023	1498.961	88132.012	1.7
20200921	IN0020050012	07.40 GS 2035	512	99245	0.52
20200921	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200921	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200921	IN0020070036	08.26 GS 2027	1286.6	97726.614	1.32
20200921	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200921	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200921	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200921	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200921	IN0020200096	06.19 GS 2034	1354.615	113000	1.2
20200921	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200921	IN0020190040	07.69 GS 2043	250	37000	0.68
20200921	IN0020160100	06.57 GS 2033	466.32	71635.096	0.65
20200921	IN0020060318	07.94 GS 2021	273.8	42555	0.64
20200921	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200921	IN0020100031	08.30 GS 2040	491	90000	0.55
20200921	IN0020170042	06.68 GS 2031	786.75	93251.703	0.84
20200922	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
20200922	IN0020190065	07.57 GS 2033	3860.594	120790.584	3.2
20200922	IN0020170026	06.79 GS 2027	3716.924	121000	3.07
20200922	IN0020020106	07.95 GS 2032	3492.77	121000	2.89
20200922	IN0020150051	07.73 GS 2034	2537.27	100000	2.54
20200922	IN0020160019	07.61 GS 2030	2509.13	100989.438	2.48
20200922	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200922	IN0020150028	07.88 GS 2030	1992.86	89000	2.24
20200922	IN0020140052	08.24 GS 2033	2166.939	99275	2.18
20200922	IN0020070051	08.13 GS 2022	1403.667	67556.765	2.08
20200922	IN0020110063	08.83 GS 2041	1857.4	90000	2.06
20200922	IN0020160118	06.79 GS 2029	2436.554	118801.123	2.05
20200922	IN0020120039	08.33 GS 2026	2925.273	87000	3.36
20200922	IN0020120047	08.20 GS 2025	2160.044	90000	2.4
20200922	IN0020060037	08.20 GS 2022	1790.385	52966.875	3.38
20200922	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200922	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200922	IN0020020072	08.35 GS 2022	2112.63	56845	3.72
20200922	IN0020110030	08.79 GS 2021	3230.881	82330.455	3.92
20200922	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200922	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200922	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200922	IN0020060078	08.24 GS 2027	5696.638	111388.55	5.11
20200922	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200922	IN0020130061	08.83 GS 2023	4727.485	83000	5.7
20200922	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200922	IN0020170174	07.17 GS 2028	7011.214	113148.448	6.2
20200922	IN0020140011	08.60 GS 2028	5365.891	84000	6.39
20200922	IN0020190016	07.27 GS 2026	4142.751	60248.949	6.88
20200922	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200922	IN0020150093	07.59 GS 2026	4088.474	119000	3.44
20200922	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200922	IN0020160050	06.84 GS 2022	1656.44	95000	1.74
20200922	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200922	IN0020150010	07.68 GS 2023	1498.961	88132.012	1.7
20200922	IN0020180041	GOI FRB 2031	120	120000	0.1
20200922	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200922	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200922	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200922	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200922	IN0020190099	06.17 GS 2021	75	34230.536	0.22
20200922	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200922	IN0020110022	07.80 GS 2021	151.653	61930.435	0.24
20200922	IN0020200021	05.09 GS 2022	160	52000	0.31
20200922	IN0020160092	06.62 GS 2051	184	55000	0.33
20200922	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200922	IN0020160068	07.06 GS 2046	354.615	100000	0.35
20200922	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200922	IN0020150044	08.13 GS 2045	410	98000	0.42
20200922	IN0020030014	06.30 GS 2023	35	13000	0.27
20200922	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200922	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200922	IN0020070036	08.26 GS 2027	1286.6	97726.614	1.32
20200922	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200922	IN0020200096	06.19 GS 2034	1367.615	113000	1.21
20200922	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200922	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200922	IN0020170042	06.68 GS 2031	786.75	97345.504	0.81
20200922	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200922	IN0020190040	07.69 GS 2043	250	37000	0.68
20200922	IN0020160100	06.57 GS 2033	466.32	73620.734	0.63
20200922	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200922	IN0020060318	07.94 GS 2021	233.8	42555	0.55
20200922	IN0020100031	08.30 GS 2040	491	90000	0.55
20200922	IN0020050012	07.40 GS 2035	512	99245	0.52
20200922	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200923	IN0020060037	08.20 GS 2022	1790.385	52966.875	3.38
20200923	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
20200923	IN0020190065	07.57 GS 2033	3861.094	120790.584	3.2
20200923	IN0020170026	06.79 GS 2027	3716.924	121000	3.07
20200923	IN0020020106	07.95 GS 2032	3492.77	121000	2.89
20200923	IN0020150051	07.73 GS 2034	2537.27	100000	2.54
20200923	IN0020140052	08.24 GS 2033	2166.939	99275	2.18
20200923	IN0020120047	08.20 GS 2025	2160.044	90000	2.4
20200923	IN0020150028	07.88 GS 2030	1998.89	89000	2.25
20200923	IN0020070051	08.13 GS 2022	1403.667	67556.765	2.08
20200923	IN0020110063	08.83 GS 2041	1857.4	90000	2.06
20200923	IN0020160118	06.79 GS 2029	2436.554	118801.123	2.05
20200923	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200923	IN0020160019	07.61 GS 2030	2509.13	100989.438	2.48
20200923	IN0020120039	08.33 GS 2026	2957.273	87000	3.4
20200923	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200923	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200923	IN0020020072	08.35 GS 2022	2112.63	56845	3.72
20200923	IN0020110030	08.79 GS 2021	3230.881	82330.455	3.92
20200923	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200923	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200923	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200923	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200923	IN0020060078	08.24 GS 2027	5710.638	111388.55	5.13
20200923	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200923	IN0020130061	08.83 GS 2023	4727.485	83000	5.7
20200923	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200923	IN0020170174	07.17 GS 2028	7011.214	113148.448	6.2
20200923	IN0020140011	08.60 GS 2028	5365.891	84000	6.39
20200923	IN0020190016	07.27 GS 2026	4152.751	60248.949	6.89
20200923	IN0020150093	07.59 GS 2026	4088.474	119000	3.44
20200923	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200923	IN0020050012	07.40 GS 2035	512	99245	0.52
20200923	IN0020150010	07.68 GS 2023	1498.961	88132.012	1.7
20200923	IN0020180041	GOI FRB 2031	120	120000	0.1
20200923	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200923	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200923	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200923	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200923	IN0020190099	06.17 GS 2021	75	34230.536	0.22
20200923	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200923	IN0020110022	07.80 GS 2021	151.653	61930.435	0.24
20200923	IN0020030014	06.30 GS 2023	35	13000	0.27
20200923	IN0020200021	05.09 GS 2022	160	52000	0.31
20200923	IN0020160092	06.62 GS 2051	184	55000	0.33
20200923	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200923	IN0020160068	07.06 GS 2046	354.615	100000	0.35
20200923	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200923	IN0020150044	08.13 GS 2045	410	98000	0.42
20200923	IN0020160050	06.84 GS 2022	1656.44	95000	1.74
20200923	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200923	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200923	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200923	IN0020070036	08.26 GS 2027	1286.6	97726.614	1.32
20200923	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200923	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200923	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200923	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200923	IN0020200096	06.19 GS 2034	1383.774	113000	1.22
20200923	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200923	IN0020190040	07.69 GS 2043	250	37000	0.68
20200923	IN0020160100	06.57 GS 2033	466.32	73620.734	0.63
20200923	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200923	IN0020060318	07.94 GS 2021	233.8	42555	0.55
20200923	IN0020100031	08.30 GS 2040	491	90000	0.55
20200923	IN0020170042	06.68 GS 2031	786.75	97345.504	0.81
20200924	IN0020060037	08.20 GS 2022	1790.385	52966.875	3.38
20200924	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
20200924	IN0020190065	07.57 GS 2033	3861.094	120790.584	3.2
20200924	IN0020170026	06.79 GS 2027	3716.924	121000	3.07
20200924	IN0020020106	07.95 GS 2032	3492.77	121000	2.89
20200924	IN0020150051	07.73 GS 2034	2537.27	100000	2.54
20200924	IN0020160118	06.79 GS 2029	2436.554	118801.123	2.05
20200924	IN0020120047	08.20 GS 2025	2160.044	90000	2.4
20200924	IN0020150028	07.88 GS 2030	1998.89	89000	2.25
20200924	IN0020140052	08.24 GS 2033	2166.939	99275	2.18
20200924	IN0020070051	08.13 GS 2022	1403.667	67556.765	2.08
20200924	IN0020110063	08.83 GS 2041	1857.4	90000	2.06
20200924	IN0020120039	08.33 GS 2026	2972.273	87000	3.42
20200924	IN0020160019	07.61 GS 2030	2509.13	100989.438	2.48
20200924	IN0020150093	07.59 GS 2026	4088.474	119000	3.44
20200924	IN0020060078	08.24 GS 2027	5710.638	111388.55	5.13
20200924	IN0020020072	08.35 GS 2022	2112.63	56845	3.72
20200924	IN0020110030	08.79 GS 2021	3230.881	82330.455	3.92
20200924	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200924	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200924	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200924	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200924	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200924	IN0020130061	08.83 GS 2023	4727.485	83000	5.7
20200924	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200924	IN0020170174	07.17 GS 2028	7011.214	113148.448	6.2
20200924	IN0020140011	08.60 GS 2028	5365.891	84000	6.39
20200924	IN0020190016	07.27 GS 2026	4152.751	60248.949	6.89
20200924	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200924	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200924	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200924	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200924	IN0020160050	06.84 GS 2022	1656.44	95000	1.74
20200924	IN0020150010	07.68 GS 2023	1498.961	88132.012	1.7
20200924	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200924	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200924	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200924	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200924	IN0020190099	06.17 GS 2021	75	34230.536	0.22
20200924	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200924	IN0020110022	07.80 GS 2021	151.653	61930.435	0.24
20200924	IN0020030014	06.30 GS 2023	35	13000	0.27
20200924	IN0020160092	06.62 GS 2051	184	55000	0.33
20200924	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200924	IN0020160068	07.06 GS 2046	354.615	100000	0.35
20200924	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200924	IN0020150044	08.13 GS 2045	410	98000	0.42
20200924	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200924	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200924	IN0020200021	05.09 GS 2022	160	52000	0.31
20200924	IN0020100031	08.30 GS 2040	491	90000	0.55
20200924	IN0020050012	07.40 GS 2035	512	99245	0.52
20200924	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200924	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200924	IN0020070036	08.26 GS 2027	1302.6	97726.614	1.33
20200924	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200924	IN0020200096	06.19 GS 2034	1333.774	113000	1.18
20200924	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200924	IN0020180041	GOI FRB 2031	120	120000	0.1
20200924	IN0020170042	06.68 GS 2031	786.75	97345.504	0.81
20200924	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200924	IN0020190040	07.69 GS 2043	250	37000	0.68
20200924	IN0020160100	06.57 GS 2033	466.32	73620.734	0.63
20200924	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200924	IN0020060318	07.94 GS 2021	233.8	42555	0.55
20200924	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200925	IN0020060037	08.20 GS 2022	1790.385	52966.875	3.38
20200925	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
20200925	IN0020190065	07.57 GS 2033	3859.094	120790.584	3.19
20200925	IN0020170026	06.79 GS 2027	3731.924	121000	3.08
20200925	IN0020020106	07.95 GS 2032	3492.77	121000	2.89
20200925	IN0020150051	07.73 GS 2034	2537.27	100000	2.54
20200925	IN0020140052	08.24 GS 2033	2166.939	99275	2.18
20200925	IN0020120047	08.20 GS 2025	2160.044	90000	2.4
20200925	IN0020150028	07.88 GS 2030	1998.89	89000	2.25
20200925	IN0020070051	08.13 GS 2022	1403.667	67556.765	2.08
20200925	IN0020110063	08.83 GS 2041	1857.4	90000	2.06
20200925	IN0020160118	06.79 GS 2029	2436.554	118801.123	2.05
20200925	IN0020120039	08.33 GS 2026	2972.273	87000	3.42
20200925	IN0020160019	07.61 GS 2030	2509.13	100989.438	2.48
20200925	IN0020150069	07.59 GS 2029	1808.02	96236.793	1.88
20200925	IN0020120013	08.15 GS 2022	6031.541	74637	8.08
20200925	IN0020020072	08.35 GS 2022	2112.63	56845	3.72
20200925	IN0020110030	08.79 GS 2021	3230.881	82330.455	3.92
20200925	IN0020110048	09.15 GS 2024	3395.049	84062.541	4.04
20200925	IN0020140045	08.40 GS 2024	3316.139	79533.528	4.17
20200925	IN0020150036	07.72 GS 2025	4046.259	90031.814	4.49
20200925	IN0020070028	08.08 GS 2022	2929.06	63989.116	4.58
20200925	IN0020060078	08.24 GS 2027	5710.638	111388.55	5.13
20200925	IN0020180025	07.37 GS 2023	2159.359	39987.813	5.4
20200925	IN0020130061	08.83 GS 2023	4722.485	83000	5.69
20200925	IN0020130012	07.16 GS 2023	4391.458	77100	5.7
20200925	IN0020170174	07.17 GS 2028	7011.214	113148.448	6.2
20200925	IN0020140011	08.60 GS 2028	5365.891	84000	6.39
20200925	IN0020190016	07.27 GS 2026	4152.751	60248.949	6.89
20200925	IN0020190024	07.62 GS 2039	673.954	38150.903	1.77
20200925	IN0020140060	08.15 GS 2026	2873.757	82963.846	3.46
20200925	IN0020150010	07.68 GS 2023	1536.961	88132.012	1.74
20200925	IN0020150093	07.59 GS 2026	4088.474	119000	3.44
20200925	IN0020110055	08.97 GS 2030	1451.28	90000	1.61
20200925	IN0020180041	GOI FRB 2031	120	120000	0.1
20200925	IN0020030055	06.17 GS 2023	15.9	14000	0.11
20200925	IN0020200039	07.19 GS 2060	120	98381.042	0.12
20200925	IN0020060045	08.33 GS 2036	135.19	86000	0.16
20200925	IN0020040039	07.50 GS 2034	163.5	99101.13	0.16
20200925	IN0020190099	06.17 GS 2021	75	34230.536	0.22
20200925	IN0020120062	08.30 GS 2042	252.49	104529.44	0.24
20200925	IN0020110022	07.80 GS 2021	151.653	61930.435	0.24
20200925	IN0020200021	05.09 GS 2022	160	52000	0.31
20200925	IN0020160092	06.62 GS 2051	184	55000	0.33
20200925	IN0020060086	08.28 GS 2032	315	90687.11	0.35
20200925	IN0020160068	07.06 GS 2046	354.615	100000	0.35
20200925	IN0020130053	09.20 GS 2030	220.051	61884.55	0.36
20200925	IN0020150044	08.13 GS 2045	410	98000	0.42
20200925	IN0020160035	06.97 GS 2026	397.395	89743.393	0.44
20200925	IN0020030014	06.30 GS 2023	35	13000	0.27
20200925	IN0020050012	07.40 GS 2035	512	99245	0.52
20200925	IN0020080050	06.83 GS 2039	64.5	13000	0.5
20200925	IN0020090034	07.35 GS 2024	814.05	52448.331	1.55
20200925	IN0020070036	08.26 GS 2027	1334.6	97726.614	1.37
20200925	IN0020130079	09.23 GS 2043	1010	79472.28	1.27
20200925	IN0020200096	06.19 GS 2034	1333.774	113000	1.18
20200925	IN0020140078	08.17 GS 2044	1096.17	97000	1.13
20200925	IN0020120054	08.12 GS 2020	427.796	49493.152	0.86
20200925	IN0020160050	06.84 GS 2022	1656.44	95000	1.74
20200925	IN0020070044	08.32 GS 2032	685.8	89434.05	0.77
20200925	IN0020190040	07.69 GS 2043	250	37000	0.68
20200925	IN0020160100	06.57 GS 2033	466.32	73620.734	0.63
20200925	IN0020180470	07.00 GS 2021	171.2	29145.055	0.59
20200925	IN0020060318	07.94 GS 2021	233.8	42555	0.55
20200925	IN0020100031	08.30 GS 2040	491	90000	0.55
20200925	IN0020170042	06.68 GS 2031	786.75	97345.504	0.81
20200928	IN0020060037	08.20 GS 2022	1790.385	52966.875	3.38
20200928	IN0020070069	08.28 GS 2027	2916.613	90000.721	3.24
